icd_idx	icd	Case	Name	num_chromosomes	total_count	icd_category	icd_number	ukbb_field_id	TableID	FieldID	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link	Autoimmune	feelings	brain_measurements	acceleration_measurements	cancer	food_intake	immune_cell_measurements	urine_biomarkers	eye_measurements	eye_condition	intelligence	body_size	lung_function	physical_ability	vital_sign
6861	BIN2030	95106	Guilty_feelings	22	730723	BIN	2030	2030	10137	2030	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Guilty feelings	501721	539133	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Are you often troubled by feelings of guilt?" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2030		TRUE	FALSE	FALSE	FALSE	FALSE		FALSE							
6872	BIN2040	84500	Risk_taking	22	730694	BIN	2040	2040	10137	2040	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Risk taking	501721	539133	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Would you describe yourself as someone who takes risks?" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2040		TRUE	FALSE	FALSE	FALSE	FALSE		FALSE							
6892	BIN2090	116603	Seen_doctor_(GP)_for_nerves,_anxiety,_tension_or_depression	22	730772	BIN	2090	2090	10137	2090	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Seen doctor (GP) for nerves, anxiety, tension or depression	501717	539129	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you ever seen a general practitioner (GP) for nerves, anxiety, tension or depression?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2090		TRUE	FALSE	FALSE	FALSE	FALSE		FALSE							
6881	BIN2100	38637	Seen_a_psychiatrist_for_nerves,_anxiety,_tension_or_depression	22	730783	BIN	2100	2100	10137	2100	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Seen a psychiatrist for nerves, anxiety, tension or depression	501717	539129	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you ever seen a psychiatrist for nerves, anxiety, tension or depression?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2100		TRUE	FALSE	FALSE	FALSE	FALSE		FALSE							
6841	BIN2188	109472	Long-standing_illness,_disability_or_infirmity	22	730734	BIN	2188	2188	9797	2188	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Long-standing illness, disability or infirmity	501710	539122	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Do you have any long-standing illness, disability or infirmity?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2188		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6877	BIN2207	302440	Wears_glasses_or_contact_lenses	22	730788	BIN	2207	2207	10137	2207	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Wears glasses or contact lenses	501710	539122	Complete	Categorical single		Data	Primary	Unisex	3	1	100352	ACE touchscreen question "Do you wear glasses or contact lenses to correct your vision?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2207		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6851	BIN2257	127792	Hearing_difficulty/problems_with_background_noise	22	730752	BIN	2257	2257	9797	2257	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Hearing difficulty/problems with background noise	501579	538981	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?" ~F2257~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2257		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6889	BIN2415	100476	Had_major_operations	22	728031	BIN	2415	2415	10137	2415	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Had major operations	228711	246972	Complete	Categorical single		Data	Primary	Male	3	1	100603	ACE touchscreen question "Have you had any major operations? (For example, operations that required an overnight stay in hospital)" If the participant activated the Help button they were shown the message:     If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit.      ~F2415~ is male question equivalent of female question ~F2844~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2415		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6835	BIN2443	16597	Diabetes_diagnosed_by_doctor	22	730779	BIN	2443	2443	9797	2443	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Diabetes diagnosed by doctor	501697	539109	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Has a doctor ever told you that you have diabetes?" If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had diabetes, select Do not know and you will be asked about this by an interviewer later during this visit.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2443		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6855	BIN2453	27559	Cancer_diagnosed_by_doctor	22	730782	BIN	2453	2453	9797	2453	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Cancer diagnosed by doctor	501697	539109	Complete	Categorical single		Data	Primary	Unisex	3	1	100603	ACE touchscreen question "Has a doctor ever told you that you have had cancer?" If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2453		FALSE	FALSE	FALSE	TRUE	FALSE		FALSE							
6843	BIN2463	33636	Fractured/broken_bones_in_last_5_years	22	730780	BIN	2463	2463	9797	2463	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Fractured/broken bones in last 5 years	501697	539109	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you fractured/broken any bones in the last 5 years?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2463		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6856	BIN2473	69980	Other_serious_medical_condition/disability_diagnosed_by_doctor	22	730749	BIN	2473	2473	9797	2473	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Other serious medical condition/disability diagnosed by doctor	501697	539109	Complete	Categorical single		Data	Primary	Unisex	3	1	100603	ACE touchscreen question "Has a doctor ever told you that you have had any other serious medical conditions or disabilities?" If the participant activated the Help button they were shown the message:     If you are not sure if you have a serious illness or you are not sure that you have had one of the conditions listed previously, enter Do not know and you will be asked about this by an interviewer later in this visit.     	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2473		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6842	BIN2774	56361	Ever_had_stillbirth,_spontaneous_miscarriage_or_termination	22	728515	BIN	2774	2774	9797	2774	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Ever had stillbirth, spontaneous miscarriage or termination	272988	292139	Complete	Categorical single		Data	Primary	Female	3	1	100349	ACE touchscreen question "Have you ever had any stillbirths, spontaneous miscarriages or terminations?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2774		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6838	BIN2814	71776	Ever_used_hormone-replacement_therapy_(HRT)	22	728554	BIN	2814	2814	9797	2814	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Ever used hormone-replacement therapy (HRT)	272988	292139	Complete	Categorical single		Data	Primary	Female	3	1	100349	ACE touchscreen question "Have you ever used hormone replacement therapy (HRT)?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2814		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6833	BIN3393	11152	Hearing_aid_user	22	729361	BIN	3393	3393	9797	3393	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Hearing aid user	320931	345113	Complete	Categorical single		Data	Primary	Unisex	3	1	100352	ACE touchscreen question "Do you use a hearing aid most of the time?"  Initially this information was collected from all participants answering Yes to either ~F2247~ (~F10793~ in the pilot) or ~F2257~. When the speech-in-noise hearing test was introduced (2009), program logic was altered so that the information was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3393		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6836	BIN3404	53883	Neck/shoulder_pain_for_3+_months	22	723756	BIN	3404	3404	9797	3404	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Neck/shoulder pain for 3+ months	120554	123676	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you had neck or shoulder pains for more than 3 months?" ~F3404~ was collected from participants who indicated that in the last month they experienced neck or shoulder pain that interfered with their usual activities, as defined by their answers to ~F6159~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3404		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6852	BIN3414	30388	Hip_pain_for_3+_months	22	718232	BIN	3414	3414	9797	3414	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Hip pain for 3+ months	58783	60186	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you had hip pains for more than 3 months?" ~F3414~ was collected from participants who indicated that in the last month they experienced hip pain that interfered with their usual activities, as defined by their answers to ~F6159~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3414		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6834	BIN3571	59459	Back_pain_for_3+_months	22	724593	BIN	3571	3571	9797	3571	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Back pain for 3+ months	133811	137633	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you had back pains for more than 3 months?" ~F3571~ was collected from participants who indicated that in the last month they experienced back pain that interfered with their usual activities, as defined by their answers to ~F6159~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3571		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6839	BIN3591	13545	Ever_had_hysterectomy_(womb_removed)	22	727955	BIN	3591	3591	9797	3591	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Ever had hysterectomy (womb removed)	242317	258754	Complete	Categorical single		Data	Primary	Female	3	1	100599	ACE touchscreen question "Have you had a hysterectomy (womb removed)?" ~F3591~ was collected from all women except those who indicated they have had a hysterectomy (womb removed), as defined by their answers to ~F2724~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3591		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6875	BIN3606	9083	Chest_pain_or_discomfort_walking_normally	22	720770	BIN	3606	3606	10137	3606	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Chest pain or discomfort walking normally	83249	85442	Complete	Categorical single		Data	Primary	Unisex	3	1	100563	ACE touchscreen question "Do you get this pain or discomfort when you walk at an ordinary pace on the level?" ~F3606~ was collected from participants who indicated that they get pain or discomfort in their chest, as defined by their answers to ~F2335~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3606		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6893	BIN3616	15820	Chest_pain_due_to_walking_ceases_when_standing_still	22	712031	BIN	3616	3616	10137	3616	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Chest pain due to walking ceases when standing still	32870	33492	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Does this chest pain go away when you stand still?" ~F3616~ was collected from participants who indicated that they get pain or discomfort in their chest, as defined by their answers to ~F2335~ and either get this pain when they walk at an ordinary pace on the level, as defined by their answers to ~F3606~ or when they walk uphill or in a hurry, as defined by their answers to ~F3751~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3616		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6837	BIN3741	15775	Stomach/abdominal_pain_for_3+_months	22	715497	BIN	3741	3741	9797	3741	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Stomach/abdominal pain for 3+ months	45355	46040	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you had stomach or abdominal pains for more than 3 months?" ~F3741~ was collected from participants who indicated that in the last month they experienced stomach or abdominal pain that interfered with their usual activities, as defined by their answers to ~F6159~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3741		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6850	BIN3773	57847	Knee_pain_for_3+_months	22	723322	BIN	3773	3773	9797	3773	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Knee pain for 3+ months	112170	115501	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you had knee pains for more than 3 months?" ~F3773~ was collected from participants who indicated that in the last month they experienced knee pain that interfered with their usual activities, as defined by their answers to ~F6159~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3773		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6840	BIN3799	30503	Headaches_for_3+_months	22	722562	BIN	3799	3799	9797	3799	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Headaches for 3+ months	104781	107640	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you had headaches for more than 3 months?" ~F3799~ was collected from participants who indicated that in the last month they experienced headache that interfered with their usual activities, as defined by their answers to ~F6159~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3799		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6853	BIN4041	646	Gestational_diabetes_only	22	701276	BIN	4041	4041	9797	4041	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Gestational diabetes only	10585	11057	Complete	Categorical single		Data	Primary	Female	3	1	100617	ACE touchscreen question "Did you only have diabetes during pregnancy?" ~F4041~ was collected from women who indicated that a doctor had told them they had diabetes, as defined by their answers to ~F2443~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4041		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6854	BIN4067	2948	Facial_pains_for_3+_months	22	701568	BIN	4067	4067	9797	4067	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Facial pains for 3+ months	9680	9801	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you had facial pains for more than 3 months?" ~F4067~ was collected from participants who indicated that in the last month they experienced facial pain that interfered with their usual activities, as defined by their answers to ~F6159~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4067		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6888	BIN4598	67453	Ever_depressed_for_a_whole_week	22	726877	BIN	4598	4598	10137	4598	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Ever depressed for a whole week	195467	210151	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Looking back over your life, have you ever had a time when you were feeling depressed or down for at least a whole week?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4598		TRUE	FALSE	FALSE	FALSE	FALSE		FALSE							
6860	BIN4631	45120	Ever_unenthusiastic/disinterested_for_a_whole_week	22	726753	BIN	4631	4631	10137	4631	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Ever unenthusiastic/disinterested for a whole week	195467	210151	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you ever had a time when you were uninterested in things or unable to enjoy the things you used to for at least a whole week? "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4631		TRUE	FALSE	FALSE	FALSE	FALSE		FALSE							
6871	BIN4642	6696	Ever_manic/hyper_for_2_days	22	726840	BIN	4642	4642	10137	4642	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Ever manic/hyper for 2 days	195467	210151	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you ever had a period of time lasting at least two days when you were feeling so good, "high", excited or "hyper" that other people thought you were not your normal self or you were so "hyper" that you got into trouble?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4642		TRUE	FALSE	FALSE	FALSE	FALSE		FALSE							
6864	BIN4653	21777	Ever_highly_irritable/argumentative_for_2_days	22	726873	BIN	4653	4653	10137	4653	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Ever highly irritable/argumentative for 2 days	195467	210151	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Have you ever had a period of time lasting at least two days when you were so irritable that you found yourself shouting at people or starting fights or arguments?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4653		TRUE	FALSE	FALSE	FALSE	FALSE		FALSE							
6874	BIN4728	28151	Leg_pain_on_walking	22	726898	BIN	4728	4728	10137	4728	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Leg pain on walking	195467	210151	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question "Do you get a pain in either leg on walking?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4728		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6857	BIN4792	107	Cochlear_implant	22	726878	BIN	4792	4792	9797	4792	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Cochlear implant	195330	210011	Complete	Categorical single		Data	Primary	Unisex	3	1	100352	ACE touchscreen question "Do you have a cochlear implant?" ~F4792~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4792		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6890	BIN5181	7162	Ever_had_eye_surgery	22	724455	BIN	5181	5181	10137	5181	100000	UK Biobank Assessment Centre	100006	Physical measures	100013	Eye measures	Ever had eye surgery	133953	138222	Complete	Categorical single		Data	Primary	Unisex	2	1	100271	Participant asked "Ever had eye surgery?"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5181		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6868	BIN5324	1990	Ever_had_cataract_surgery	22	702078	BIN	5324	5324	10137	5324	100000	UK Biobank Assessment Centre	100006	Physical measures	100013	Eye measures	Ever had cataract surgery	10630	10882	Complete	Categorical single		Data	Primary	Unisex	2	1	100272	If the participant stated they had eye surgery (~F5181~), they were asked if they had cataract surgery. If yes, they were excluded from all eye tests.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5324		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6869	BIN5325	1830	Ever_had_refractive_laser_eye_surgery	22	701994	BIN	5325	5325	10137	5325	100000	UK Biobank Assessment Centre	100006	Physical measures	100013	Eye measures	Ever had refractive laser eye surgery	10630	10882	Complete	Categorical single		Data	Primary	Unisex	2	1	100272	If the participant stated they had eye surgery (~F5181~), they were asked if they had refractive laser eye surgery. If yes, they were excluded from all eye tests.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5325		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6866	BIN5326	118	Ever_had_surgery_for_glaucoma_or_high_eye_pressure	22	702083	BIN	5326	5326	10137	5326	100000	UK Biobank Assessment Centre	100006	Physical measures	100013	Eye measures	Ever had surgery for glaucoma or high eye pressure	10630	10882	Complete	Categorical single		Data	Primary	Unisex	2	1	100272	If the participant stated they had eye surgery (~F5181~), they were asked if they had surgery for glaucoma or high eye pressure. If yes, they were excluded from all eye tests.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5326		FALSE	FALSE	FALSE	TRUE	FALSE		FALSE							
6867	BIN5327	262	Ever_had_laser_treatment_for_glaucoma_or_high_eye_pressure	22	702071	BIN	5327	5327	10137	5327	100000	UK Biobank Assessment Centre	100006	Physical measures	100013	Eye measures	Ever had laser treatment for glaucoma or high eye pressure	10630	10882	Complete	Categorical single		Data	Primary	Unisex	2	1	100272	If the participant stated they had eye surgery (~F5181~), they were asked if they had ever had laser treatment for glaucoma or high eye pressure. If yes, they were excluded from all eye tests.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5327		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
6870	BIN5328	150	Ever_had_corneal_graft_surgery	22	702051	BIN	5328	5328	10137	5328	100000	UK Biobank Assessment Centre	100006	Physical measures	100013	Eye measures	Ever had corneal graft surgery	10630	10882	Complete	Categorical single		Data	Primary	Unisex	2	1	100272	If the participant stated they had eye surgery (~F5181~), they were asked if they had ever had corneal graft surgery. If yes, they were excluded from all eye tests.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5328		FALSE	FALSE	FALSE	FALSE	FALSE		FALSE							
