GBE_ID	ALL_ID	BETA	SE	Z_STAT	P	AIC	LOCUS	BY_ADJ_P
cancer1018	dosage.scale(gcounts)	0.0112999825770108	0.0369702315495709	0.305650846732172	0.7598705018379809	9750.390768067891	C	1.0
cancer1018	dosage.scale(gcounts)	-0.0226155899079381	0.0379682103728874	-0.5956454013984169	0.5514121396625561	9750.04365804278	DRB5	1.0
cancer1018	dosage.scale(gcounts)	-0.00107563740458603	0.0392632223212199	-0.0273955457803752	0.978144250869236	9753.47235028475	DRB4	1.0
cancer1018	dosage.scale(gcounts)	0.0582985778131083	0.0380050583765334	1.53396890581032	0.12503730255103201	9751.15139939193	DRB3	1.0
cancer1018	dosage.scale(gcounts)	0.0319588277871687	0.036592009116748	0.8733827018134741	0.382454516377221	9751.54578033792	DRB1	1.0
cancer1018	dosage.scale(gcounts)	0.0184437179352099	0.0370983641686324	0.49715717521595	0.619078218135109	9754.28786482075	DQB1	1.0
cancer1018	dosage.scale(gcounts)	0.0703631415976111	0.0356316404303807	1.9747376418184	0.0482979288693292	9750.85364439817	DQA1	1.0
cancer1018	dosage.scale(gcounts)	0.00860444262642834	0.0380796245765229	0.225959229433507	0.8212331304413991	9750.06502439957	DPB1	1.0
cancer1018	dosage.scale(gcounts)	0.0038167810746260397	0.0380420655969061	0.10033054238086501	0.9200819105074399	9754.5220766291	DPA1	1.0
cancer1020	dosage.scale(gcounts)	-0.0114991708205971	0.014275367842847	-0.805525359989868	0.42051657809280896	51113.601247609295	A	1.0
cancer1020	dosage.scale(gcounts)	-0.0121954456989273	0.0143430192418172	-0.8502704690914291	0.39517473089196703	51113.38647858099	B	1.0
cancer1020	dosage.scale(gcounts)	0.0110659695920158	0.0139454464179586	0.7935184905780649	0.4274758006235971	51116.4029778011	C	1.0
cancer1020	dosage.scale(gcounts)	0.0228810734118524	0.014533261785657	1.5743935359668502	0.115396497302509	51114.5976111424	DRB5	1.0
cancer1020	dosage.scale(gcounts)	-0.00095834141754075	0.0146189466741422	-0.0655547515769964	0.94773231458803	51115.950613242596	DRB4	1.0
cancer1020	dosage.scale(gcounts)	0.0104206491866811	0.0142915191881291	0.729149158287994	0.465910427184975	51116.4562554976	DRB3	1.0
cancer1020	dosage.scale(gcounts)	0.00683761282039778	0.0140619723644786	0.48624848941319304	0.6267909957553349	51116.73394159981	DRB1	1.0
cancer1020	dosage.scale(gcounts)	0.00940857522446003	0.0140460560258606	0.669837512191156	0.502961377627137	51116.4530161608	DQB1	1.0
cancer1020	dosage.scale(gcounts)	0.0056350584866080395	0.0140928370881159	0.3998526663846789	0.689265037119038	51116.972037442305	DQA1	1.0
cancer1020	dosage.scale(gcounts)	0.0174445090342369	0.0145042410696001	1.20271780857251	0.229085540042721	51115.396532973	DPB1	1.0
cancer1020	dosage.scale(gcounts)	0.018510287748136	0.0143752505032875	1.2876497521836499	0.19786791220915	51114.077599380995	DPA1	1.0
cancer1022	dosage.scale(gcounts)	-0.0174696161889187	0.016698730496648998	-1.04616432922397	0.295485168821401	39869.3302746499	A	1.0
cancer1022	dosage.scale(gcounts)	-0.0152857411526801	0.0167685393704479	-0.911572607189568	0.361993747854316	39869.6925937254	B	1.0
cancer1022	dosage.scale(gcounts)	0.0196873689539493	0.0160358237235053	1.2277117342648	0.219555199903164	39869.6753121651	C	1.0
cancer1022	dosage.scale(gcounts)	0.0259198380468242	0.0169311974553329	1.53089219561728	0.125796038382568	39868.2030615159	DRB5	1.0
cancer1022	dosage.scale(gcounts)	0.00488102476457385	0.0169658412717218	0.287697184383625	0.773578545482227	39868.6420079529	DRB4	1.0
cancer1022	dosage.scale(gcounts)	0.0261142686893422	0.0166130900129628	1.5719091793860098	0.11597161540386	39869.1342723768	DRB3	1.0
cancer1022	dosage.scale(gcounts)	0.0020299367586704697	0.0164432840089814	0.12345081174549499	0.901750122797927	39871.4744452762	DRB1	1.0
cancer1022	dosage.scale(gcounts)	0.011345440037863001	0.0162268740636572	0.6991759468493679	0.48444208051979104	39869.0791798549	DQB1	1.0
cancer1022	dosage.scale(gcounts)	0.00942966776544928	0.016342853839769002	0.5769902770899761	0.56394602367012	39870.8391131755	DQA1	1.0
cancer1022	dosage.scale(gcounts)	0.0146787057674883	0.0168746819355273	0.8698656261238541	0.38437384232636296	39870.5380896698	DPB1	1.0
cancer1022	dosage.scale(gcounts)	0.0316100894967281	0.0168155521137318	1.8798127639778799	0.0601336002744684	39864.228853376604	DPA1	1.0
cancer1023	dosage.scale(gcounts)	0.00515829782311464	0.0202990493170542	0.254115241681832	0.799406528622785	27834.6179907281	A	1.0
cancer1023	dosage.scale(gcounts)	-0.00226095562951937	0.0204229994601341	-0.110706345262006	0.911849214122246	27837.341720055698	B	1.0
cancer1023	dosage.scale(gcounts)	-0.0046597441499127	0.0205817457215453	-0.22640179375235397	0.820888932936449	27840.381051341603	C	1.0
cancer1023	dosage.scale(gcounts)	0.0066009448906501796	0.0208501916043989	0.316589171739675	0.7515553531644009	27840.0393312213	DRB5	1.0
cancer1023	dosage.scale(gcounts)	-0.0393308260770361	0.0211920457047214	-1.8559239926645499	0.0634643926165328	27837.657411009703	DRB4	1.0
cancer1023	dosage.scale(gcounts)	0.0397218899383024	0.0207206258112982	1.91702172994425	0.0552351710864671	27837.3716255644	DRB3	1.0
cancer1023	dosage.scale(gcounts)	0.007431122375787859	0.0203749579814922	0.3647184147588421	0.7153216111390871	27841.0421688359	DRB1	1.0
cancer1023	dosage.scale(gcounts)	-0.00129102381703555	0.0206621315990302	-0.0624826054779433	0.9501785136890091	27841.0606138613	DQB1	1.0
cancer1023	dosage.scale(gcounts)	-0.014481370681832	0.0207474896306751	-0.697981825252792	0.48518856028871	27840.5552601956	DQA1	1.0
cancer1023	dosage.scale(gcounts)	0.0214875835979192	0.0209962163994931	1.0234026545105501	0.30611750484008005	27840.1376152187	DPB1	1.0
cancer1023	dosage.scale(gcounts)	0.0114089956438884	0.0207348803847022	0.550232045336792	0.582160226689215	27840.481559900003	DPA1	1.0
cancer1024	dosage.scale(gcounts)	0.00368292645396524	0.0420943221382226	0.0874922380712495	0.930280254895048	8179.086719049559	A	1.0
cancer1024	dosage.scale(gcounts)	-0.0828302658797617	0.0478555624462178	-1.73083883347626	0.0834805135465565	8175.09817265125	B	1.0
cancer1024	dosage.scale(gcounts)	-0.0861961766432084	0.0472098324098612	-1.8258098417905801	0.0678789103301661	8175.2130443441	C	1.0
cancer1024	dosage.scale(gcounts)	0.0130051176712586	0.0430489981568475	0.30210035606113106	0.762575561020994	8179.0863529795	DRB5	1.0
cancer1024	dosage.scale(gcounts)	-0.0905895550081394	0.0435363055678044	-2.08078186301438	0.037453877000376994	8174.46529098371	DRB4	1.0
cancer1024	dosage.scale(gcounts)	-0.0348519740065391	0.042664160830047995	-0.816891117239394	0.413990654508411	8178.506496302909	DRB3	1.0
cancer1024	dosage.scale(gcounts)	-0.0668254847768717	0.0463975880856108	-1.44027928032742	0.149788400985015	8176.96643674895	DRB1	1.0
cancer1024	dosage.scale(gcounts)	0.006306230309614	0.0427800862822245	0.14741041586525	0.882808084663951	8175.516419543871	DQB1	1.0
cancer1024	dosage.scale(gcounts)	-0.038461801886342004	0.0434047188810629	-0.886120285486345	0.375552712965117	8176.96956556827	DQA1	1.0
cancer1024	dosage.scale(gcounts)	-0.0178652948765817	0.0443335718589789	-0.40297440804926893	0.6869670514004311	8178.931698546779	DPB1	1.0
cancer1024	dosage.scale(gcounts)	0.0343945512412489	0.0430623109743273	0.7987158715600319	0.424455181574315	8178.166018762719	DPA1	1.0
cancer1026	dosage.scale(gcounts)	0.0129699583098608	0.0348151200807169	0.3725380891920129	0.7094922583938891	11024.1229477366	A	1.0
cancer1026	dosage.scale(gcounts)	0.0194148112439696	0.0343568243317211	0.565093300140788	0.5720103053463791	11024.337859711499	B	1.0
cancer1026	dosage.scale(gcounts)	0.0365970056782545	0.0336904201472664	1.08627335362049	0.27735807232914	11023.953374711002	C	1.0
cancer1026	dosage.scale(gcounts)	0.039592994276787	0.0367851864735102	1.07632985102029	0.28177976287643003	11021.3664569175	DRB5	1.0
cancer1026	dosage.scale(gcounts)	-0.0110186993228804	0.0367659391626294	-0.29969856812689005	0.7644070909021209	11024.164593503501	DRB4	1.0
cancer1026	dosage.scale(gcounts)	-0.0502552128520579	0.0359338656124622	-1.39854735903027	0.161948761445766	11022.422381248402	DRB3	1.0
cancer1026	dosage.scale(gcounts)	0.0084893790440494	0.0354126606656581	0.239727229879739	0.810541723984994	11023.254197801001	DRB1	1.0
cancer1026	dosage.scale(gcounts)	-0.0284562731646372	0.0369601457325594	-0.769917774960749	0.44134866926007205	11024.292585013898	DQB1	1.0
cancer1026	dosage.scale(gcounts)	0.007301785408150241	0.035056306058451	0.20828735908385898	0.83500460119681	11024.1183158022	DQA1	1.0
cancer1026	dosage.scale(gcounts)	0.0347938158178024	0.0358188341469414	0.971383258178255	0.331357462329608	11024.085342957	DPB1	1.0
cancer1026	dosage.scale(gcounts)	0.07918155963408599	0.0368123892537785	2.1509486680753502	0.0314802515446223	11016.680527061799	DPA1	1.0
cancer1032	dosage.scale(gcounts)	-0.0316612517546379	0.0405739825133305	-0.7803338443357309	0.43519439662325005	9531.5018627653	A	1.0
cancer1032	dosage.scale(gcounts)	0.0273708646032003	0.0374140826809589	0.7315658340897959	0.464433608173746	9533.63323891083	B	1.0
cancer1032	dosage.scale(gcounts)	0.0237679341855595	0.0378034783310117	0.6287234729419521	0.529530108122123	9533.68445584303	C	1.0
cancer1032	dosage.scale(gcounts)	-0.0396915680734017	0.038815702061078	-1.02256473452279	0.30651369070025297	9532.54090130337	DRB5	1.0
cancer1032	dosage.scale(gcounts)	-0.00986985563991521	0.0404108513243122	-0.24423775586180899	0.8070466873480171	9534.161241052829	DRB4	1.0
cancer1032	dosage.scale(gcounts)	0.0276392623587346	0.0395268055431849	0.699253632538998	0.48439353853681294	9533.3986153799	DRB3	1.0
cancer1032	dosage.scale(gcounts)	-0.007048997130578759	0.0398499874652764	-0.176888314876409	0.859596117264666	9533.816550820029	DRB1	1.0
cancer1032	dosage.scale(gcounts)	0.0898911351825135	0.035120511216927004	2.55950531663072	0.010482125248251	9527.040711090409	DQB1	1.0
cancer1032	dosage.scale(gcounts)	-0.0257644185783589	0.0400908686956663	-0.642650544041316	0.5204508784402571	9533.13566342342	DQA1	1.0
cancer1032	dosage.scale(gcounts)	0.006818489479611171	0.0399129732624271	0.170833914947396	0.8643543607824391	9532.910393764609	DPB1	1.0
cancer1032	dosage.scale(gcounts)	0.0427023804496446	0.0401236271289086	1.0642701945278001	0.28720631610353803	9532.6033489658	DPA1	1.0
cancer1034	dosage.scale(gcounts)	-0.0274360331576585	0.0287588232502841	-0.9540040257866781	0.340081604584039	16474.1569398521	A	1.0
cancer1034	dosage.scale(gcounts)	-0.00365842048866374	0.0282567004854287	-0.12947090162031802	0.8969850482785429	16475.044885617	B	1.0
cancer1034	dosage.scale(gcounts)	0.0237479150428253	0.0271569648553277	0.874468673849848	0.38186307277443104	16474.3579711974	C	1.0
cancer1034	dosage.scale(gcounts)	-0.0325581601691455	0.0279404341073611	-1.16527037640291	0.243909566269679	16473.5655009679	DRB5	1.0
cancer1034	dosage.scale(gcounts)	-0.0228269333660995	0.0289958354318758	-0.7872486867891851	0.431136301481724	16474.4415324695	DRB4	1.0
cancer1034	dosage.scale(gcounts)	0.0267343490255966	0.0281905989980217	0.9483427091234459	0.34295501500366904	16472.546200365	DRB3	1.0
cancer1034	dosage.scale(gcounts)	-0.0252905652199396	0.0291577371434067	-0.8673706431865	0.38573896151457504	16474.4108774163	DRB1	1.0
cancer1034	dosage.scale(gcounts)	-0.0249019486701087	0.0287878234503348	-0.8650167218466508	0.387029610826919	16472.796806108	DQB1	1.0
cancer1034	dosage.scale(gcounts)	-0.0038852116205151397	0.028078731536242	-0.13836848774669103	0.8899492005577501	16474.989881138703	DQA1	1.0
cancer1034	dosage.scale(gcounts)	0.00914613987917005	0.0291430660835254	0.31383588305214005	0.7536456894970021	16474.1455527159	DPB1	1.0
cancer1034	dosage.scale(gcounts)	0.0305135768018894	0.028578105210078995	1.06772567941726	0.285644271344408	16473.467434970502	DPA1	1.0
cancer1035	dosage.scale(gcounts)	-0.0070708634399607295	0.0211820105868053	-0.333814555090692	0.7385194994666929	25666.4783998954	A	1.0
cancer1035	dosage.scale(gcounts)	0.0239924014077994	0.0203828798823183	1.17708594400403	0.23916120473731398	25663.6178385194	B	1.0
cancer1035	dosage.scale(gcounts)	0.012152108587581001	0.020721751251824	0.5864421611813001	0.557578418775635	25666.5694687212	C	1.0
cancer1035	dosage.scale(gcounts)	-0.0267802893890165	0.0209893830303157	-1.2758969308596102	0.201991956156622	25663.916254183197	DRB5	1.0
cancer1035	dosage.scale(gcounts)	0.0122123333380038	0.0219204913540017	0.5571195070759379	0.577445780445622	25656.934755864702	DRB4	1.0
cancer1035	dosage.scale(gcounts)	0.0178276327303909	0.0212462415420506	0.8390958323196329	0.4014155346434529	25664.4439279419	DRB3	1.0
cancer1035	dosage.scale(gcounts)	-0.00037031447286505	0.0210964404573087	-0.0175534101885305	0.9859951242270351	25666.6750186338	DRB1	1.0
cancer1035	dosage.scale(gcounts)	-0.0143033923638246	0.0214680285121451	-0.6662648298483841	0.505241841418413	25666.3630855163	DQB1	1.0
cancer1035	dosage.scale(gcounts)	-0.005738291167943671	0.0211215013805723	-0.27168007920222	0.785868019852268	25666.8613898994	DQA1	1.0
cancer1035	dosage.scale(gcounts)	0.0194069065685462	0.0215359177538507	0.901141376483766	0.367513155800655	25666.143638998903	DPB1	1.0
cancer1035	dosage.scale(gcounts)	-0.021305293530993	0.0209076680741615	-1.01901816383449	0.30819434336909	25662.4329754089	DPA1	1.0
cancer1037	dosage.scale(gcounts)	-0.0467145962238931	0.0146811741515568	-3.1819387020172	0.0014629277739889699	47792.31437512019	A	0.4639922168896613
cancer1037	dosage.scale(gcounts)	-0.0153670350160731	0.0142957460932588	-1.0749376014253298	0.28240266589303603	47805.130183049805	B	1.0
cancer1037	dosage.scale(gcounts)	-0.0242683559418746	0.014381289265412	-1.6874951538762	0.0915081809791399	47804.450950564	C	1.0
cancer1037	dosage.scale(gcounts)	-0.0316187359810629	0.0140352465419146	-2.25280944560805	0.0242711663781717	47802.7902764207	DRB5	1.0
cancer1037	dosage.scale(gcounts)	-0.0380678349207739	0.0145477667250147	-2.61674768645532	0.00887719331875227	47798.0920454923	DRB4	1.0
cancer1037	dosage.scale(gcounts)	0.0343126711620908	0.0141381421381829	2.4269575752405603	0.0152260362362706	47801.3302522025	DRB3	1.0
cancer1037	dosage.scale(gcounts)	-0.00236380780880268	0.0142328186384555	-0.166081495791419	0.8680928161326279	47802.3986269767	DRB1	1.0
cancer1037	dosage.scale(gcounts)	0.0037460122737145796	0.0142066213926355	0.26368072817485394	0.7920259468201449	47804.1436388241	DQB1	1.0
cancer1037	dosage.scale(gcounts)	-0.0132130812308327	0.014218595541988998	-0.9292817417735191	0.35274309485720395	47802.4095579557	DQA1	1.0
cancer1037	dosage.scale(gcounts)	0.0102291162496877	0.0145126445277537	0.7048416455130379	0.4809087885321379	47806.7781224388	DPB1	1.0
cancer1037	dosage.scale(gcounts)	0.0054190149325082	0.0141254859998473	0.383633875150688	0.7012498289265621	47805.0854721724	DPA1	1.0
cancer1038	dosage.scale(gcounts)	0.015003727837491999	0.0163494691205907	0.917688992029479	0.35878171234146	34179.0833167898	A	1.0
cancer1038	dosage.scale(gcounts)	-0.0212699986145985	0.0172061218583759	-1.2361878399835	0.216388749635333	34179.3100048828	B	1.0
cancer1038	dosage.scale(gcounts)	-0.00880350449518327	0.0168099086213811	-0.5237092415830129	0.6004807868289289	34181.4407796019	C	1.0
cancer1038	dosage.scale(gcounts)	0.009920769536644941	0.0169251369682381	0.586155938073787	0.557770728450034	34181.1101527562	DRB5	1.0
cancer1038	dosage.scale(gcounts)	-0.0234231885380418	0.0170987514865222	-1.3698771256196498	0.17072526126419102	34178.1037261003	DRB4	1.0
cancer1038	dosage.scale(gcounts)	0.0126262417861929	0.0167354552991299	0.754460608361779	0.45057269014210904	34180.7468978154	DRB3	1.0
cancer1038	dosage.scale(gcounts)	-0.0174084220851244	0.0170425171646632	-1.02147012186791	0.30703175775212205	34180.801932350296	DRB1	1.0
cancer1038	dosage.scale(gcounts)	-0.0329770278623782	0.0172788628910977	-1.90851840599814	0.0563242465420318	34177.8543795637	DQB1	1.0
cancer1038	dosage.scale(gcounts)	-0.0103474360962469	0.0167522293994135	-0.617675167259182	0.536789484484599	34181.0855384633	DQA1	1.0
cancer1038	dosage.scale(gcounts)	-0.0100674886086723	0.0173665512598405	-0.5797056915930681	0.562113104518743	34180.9189814752	DPB1	1.0
cancer1038	dosage.scale(gcounts)	-0.000854578276880746	0.0166768700589191	-0.0512433252679631	0.959131628602235	34181.4457942347	DPA1	1.0
cancer1039	dosage.scale(gcounts)	-0.0450550769734991	0.0284687115545687	-1.5826173547453302	0.113508705470631	16093.96841747	A	1.0
cancer1039	dosage.scale(gcounts)	-0.028226282352102994	0.0282063013340037	-1.0007083884505998	0.316967810753981	16097.0075211716	B	1.0
cancer1039	dosage.scale(gcounts)	-0.0628683247409795	0.0293811911045171	-2.13974731376068	0.032375193132069	16094.065415353101	C	1.0
cancer1039	dosage.scale(gcounts)	0.0348317083795323	0.0281248023702874	1.2384694449028502	0.21554204487390802	16097.4109158865	DRB5	1.0
cancer1039	dosage.scale(gcounts)	-0.00142595015305167	0.0280764706927712	-0.0507880840385971	0.9594943861833559	16098.876177960701	DRB4	1.0
cancer1039	dosage.scale(gcounts)	-0.0426089528148107	0.0274394780124134	-1.55283394223223	0.12046281149650098	16096.0151774149	DRB3	1.0
cancer1039	dosage.scale(gcounts)	0.0276908578910592	0.0263804777962743	1.0496723412253701	0.29386878446734005	16097.7352824276	DRB1	1.0
cancer1039	dosage.scale(gcounts)	-0.0008467046636443599	0.0275911460310492	-0.0306875496469605	0.9755187204298159	16098.4880935147	DQB1	1.0
cancer1039	dosage.scale(gcounts)	0.0104441128002958	0.0269595541468382	0.38739931467007205	0.698460611080646	16098.6185491433	DQA1	1.0
cancer1039	dosage.scale(gcounts)	0.028161778818747	0.0276001762367827	1.0203477897078	0.307563545897317	16097.5065637411	DPB1	1.0
cancer1039	dosage.scale(gcounts)	0.0207397106819263	0.0275495343008502	0.7528152910115141	0.45156091679945604	16097.259644521899	DPA1	1.0
cancer1040	dosage.scale(gcounts)	-0.024665770298762	0.024337160704536	-1.01350238009337	0.31082025985381295	19717.385353311798	A	1.0
cancer1040	dosage.scale(gcounts)	-0.008767299435674909	0.0241061466550788	-0.363695598517724	0.7160853304748229	19718.2362186047	B	1.0
cancer1040	dosage.scale(gcounts)	-0.0105820144802744	0.0241344071218565	-0.438461754077695	0.661051589007915	19714.457085957	C	1.0
cancer1040	dosage.scale(gcounts)	-0.0491823144837735	0.0236341292594333	-2.0809869466268998	0.0374351008688796	19712.8347515623	DRB5	1.0
cancer1040	dosage.scale(gcounts)	-0.03626459477021499	0.0245175202696262	-1.47912979662718	0.13910562795036802	19714.7520376395	DRB4	1.0
cancer1040	dosage.scale(gcounts)	0.0383067305212733	0.0240444588694524	1.5931625132117502	0.11112373840166699	19715.6060281383	DRB3	1.0
cancer1040	dosage.scale(gcounts)	-0.017758612947503003	0.0246119643221593	-0.721543909094412	0.470574935362711	19717.399479747	DRB1	1.0
cancer1040	dosage.scale(gcounts)	0.00151336107756974	0.0239834838324367	0.0631001354158139	0.949686766469421	19718.4182343405	DQB1	1.0
